iso_code	sil_code	wals_code	population	raw_population
bth	BTH	bit	29703	21,219 in Malaysia (2000 WCD). Population total all countries: 29,703.
btx	BTX	bkr	600000	600,000 (1991 UBS).
btz	BTZ	alx	80000	80,000 (1989).
bue	BUE	beo	Extinct	Extinct.
buf	BUF	bsh	155137	155,137 (2000 WCD).
bug	BPR	bug	3500000	3,500,000 in Indonesia (1991 SIL).
buh	BUH	pnu	9716	9,716 (1995 McConnell).
bul	BLG	bul	8954811	7,986,000 in Bulgaria (1986). Population total all countries: 8,954,811.
bum	BUM	buw	174000	174,000 (1982 SIL).
buo	BUO	bun	26500	26,500 (2003 SIL).
bvb	BVB	bub	40000	40,000 (1995 UBS).
bvq	BVQ	brz	200	200 (1996). Ethnic population: 5,000 in Central African Republic. Extinct in Sudan (1993).
bvr	BVR	bua	400	400 to 600 (1990 Schmidt).
bvs	BVS	vla	No	No estimate available.
bvx	BVX	bbl	4000	4,000 (1989 SIL). Ethnic population: 4,000 to 5,000.
bvz	PAU	bzi	1500	1,500 (1991 SIL). 1,350 monolinguals.
bwe	BWE	kbw	15700	15,700 (1983).
bwi	BAI	bnw	5893	5,460 in Brazil (1983 SIL). Population includes 4,057 Baniwa, 1,000 Hohodené, 403 Seuci. Population total all countries: 5,893.
bwo	BWO	ssh	19878	19,878 (1998 census). Population includes 144 Gamila; 2,276 second-language speakers including 45 Gamila; 18,567 monolinguals including 77 Gamila. Ethnic population: 32,894 including 186 Gamila (1998 census).
bwq	BWQ	bbf	311691	311,691 (2000 WCD). Population includes 15,000 speakers of Zara. Ethnic population: 160,000 to 190,000 (1999 SIL).
bwr	BUR	bpa	250000	250,000 (1987 UBS). Population includes 200,000 Pabir (1993). 32,000 in Adamawa State (1992).
bwu	BWU	buy	150000	150,000 (2003 GILLBT).
bxk	BUL	buk	565000	565,000 (1987 BTL). Population includes 47,000 Tachon (1980 Heine and Möhlig).
bxm	BXM	but	64900	64,900 (1995).
bya	BTK	bat	200	200 (2000 Wurm). Ethnic population: 2,041 (1990 census).
byn	BYN	bln	70000	70,000 (1995).
byr	BYR	bry	6600	6,600 (1990 census).
byw	BYW	bel	500	500 (1995 Ebert).
byx	BYX	bng	6350	6,350 (1988 SIL).
bza	GBA	bnd	107000	100,000 in Liberia (2001 Johnstone and Mandryk). 50,000 have fled to Guinea (1993 Johnstone). Population total all countries: 107,000.
bzd	BZD	bri	11000	11,000 (2002). Ethnic population: 12,172 (2000).
bzf	BZF	boi	31328	31,328 (2003 SIL).
bzq	BZQ	bui	2524	2,524 (2000 WCD).
bzr	BZR	bii	Extinct	Extinct.
bzs	BZS	lsb	No	No estimate available.
caa	CAA	coi	30010	30,000 in Guatemala (2000 Lubeck). Population total all countries: 30,010.
cab	CAB	grf	191974	98,000 in Honduras (1993 Ramon D. Rivas). 100 monolinguals. Population total all countries: 191,974.
cac	CAC	chj	19458	19,458 (1991 SIL).
cad	CAD	cad	25	25 (1997 Chafe). Ethnic population: 3,371 (1997 W. Chafe).
cag	CAG	chu	18200	18,000 in Paraguay (1991 SIL). Population total all countries: 18,200.
cal	CAL	crl	3000	3,000 (1990 census).
cam	CAM	cem	2051	2,051 (1996 census).
can	CAN	chb	1700	1,700 (1991).
cao	CAO	cbo	550	550 (2000 SIL). Ethnic population: 860 (2000 SIL).
caq	CAQ	nca	30000	30,000 (1997).
car	CRB	car	10226	7,251 in Venezuela (2000 WCD). Population total all countries: 10,226.
cas	CAS	mos	5316	5,316 (2000 Adelaar). Ethnic population: 5,907.
cat	CLN	ctl	6667328	6,472,828 in Spain (1996). Population total all countries: 6,667,328.
cav	CAV	cav	1180	1,180 (2000 W. Adelaar). Ethnic population: 1,736 (2000 W. Adelaar).
cax	CAX	cqt	5855	5,855 (2000 Adelaar). Ethnic population: 47,086 (2000 W. Adelaar).
cay	CAY	cyg	50	40 to 60 in Canada (2002 M. K. Foster). Population total all countries: 50 to 70. Ethnic population: 3,000 (1997 Mithun, Foster, Michelson).
cbc	CBC	crp	650	600 in Colombia (1990 SIL). Population total all countries: 650.
cbd	CBD	crj	140	140 (1993 SIL).
cbd	CBD	hia	140	140 (1993 SIL).
cbd	CBD	umu	140	140 (1993 SIL).
cbg	CBG	cma	2000	2,000 (1993 census).
cbi	CBI	cay	3450	3,450 (2000 SIL). Ethnic population: 3,500 to 5,000.
cbk	CBK	cvc	292630	292,630 in the Philippines (1990 census). Population includes 155,000 Zamboangueño (1989 J. Holm), 27,841 Caviten, 3,750 Ternateño (1975 census), 5,473 Cotabato Chavacano (1981 Wurm and Hattori).
cbn	CBN	nkt	10000	10,000 (2000 D. Bradley). Ethnic population: 20,000 (2000 D. Bradley).
cbr	CBR	cas	5000	5,000 (1999). Some women over 50 are monolingual.
cbs	CBS	csh	2000	1,600 in Peru (2003). Population total all countries: 2,000. Ethnic population: 5,000.
cbt	CBT	chy	11384	11,384 (2000 WCD).
cbu	CBU	can	3000	3,000 (1981 SIL).
cbv	CBV	cac	150	150 (1982 SIL). Many are monolingual, especially children.
cco	CCO	ccm	2000	2,000 (1990 census). 145 monolinguals. Ethnic population: 2,000.
ccx	CCX	zhn	10000000	10,000,000 (1992 Edmondson). 50% are monolingual. Population includes Yongbei 1,600,000, Youjiang 732,000, Guibian 522,000, Liujiang 1,300,000, Guibei 1,300,000, Hongshuihe 2,700,000, Qiubei (not available).
cdm	CDM	cpn	36807	36,807 (2001 census). Ethnic population: 52,237.
cdn	CDN	chd	3022	1,825 in India (2000). Population total all countries: 3,022.
cdo	CDO	fuz	9103157	8,820,252 in China (2000 WCD). Population total all countries: 9,103,157.
ceb	CEB	ceb	20043502	20,043,502 in the Philippines (1995 census).
ces	CZC	cze	11525089	10,004,800 in Czech Republic (1990 WA). Population total all countries: 11,525,089.
cgg	CHG	nko	1391442	1,391,442 (1991 census).
cha	CJD	cha	76705	62,500 in Guam (1991 Bender and Rehg). Population total all countries: 76,705.
chb	CBF	msc	Extinct	Extinct.
chc	CHC	ctw	Extinct	Extinct. Ethnic population: 500 (1977 SIL).
chd	CHD	cho	3600	3,600 (1990 census).
che	CJC	chc	955600	944,600 in Russia (1989 census). Population total all countries: 955,600. Ethnic population: 956,879.
chf	CHF	cmy	55000	55,000 (1995 census).
chh	CHH	ckl	12	12 speakers of Kiksht dialect (1996). Ethnic population: 300 possibly (1977 SIL).
chl	CHL	cah	7	7 to 20 (1994 L. Hinton). Ethnic population: 35 (1990 census).
cho	CCT	cct	9211	9,211 (2000). Ethnic population: 120,400 including 111,400 in Oklahoma (1998 Choctaw Language Department, Choctaw Nation of Oklahoma).
chp	CPW	chp	4000	4,000 (1995 M. Krauss). Ethnic population: 6,000 (1995 M. Krauss).
chq	CHQ	chq	8000	8,000 (1998). 1,750 monolinguals.
chr	CER	che	15000	15,000 to 22,500. 130 monolinguals. Population includes 14,000 speakers on Oklahoma rolls (1986 Durbin Feeling, Cherokee Nation, OK), 1,000 in North Carolina (1997 Robin Sabino). Ethnic population: 308,132 (1990 census) including 70,000 on Oklahoma rolls (1986 D. Feeling), 9,800 in Eastern Band (1997 Robin Sabino).
cht	CHT	cln	Extinct	Extinct.
chv	CJU	chv	1834394	1,800,000 in Russia (2001 Johnstone and Mandryk). Population total all countries: 1,834,394.
chx	CHX	chn	2000	2,000 (1997 Michael Noonan). Ethnic population: 9,814.
chy	CHY	cyn	1721	1,721 (1990 census). Ethnic population: 5,000 (1987 SIL).
cic	CIC	cck	1000	1,000 (1987 Munro and Willmond). Ethnic population: 35,000 to 37,000 (1999 Chickasaw nation).
cid	CID	chi	Extinct	Extinct. Ethnic population: No members of the ethnic group left (1997 K. Turner).
cir	CIR	tin	264	264 (1996 census).
cit	CIT	bec	14000000	14,000,000 in Bangladesh (1998 H. Ebersole).
ciw	CIW	cpw	5000	5,000. Ethnic population: 103,826 in USA (1990 Census Bureau).
ciw	CIW	ojm	5000	5,000. Ethnic population: 103,826 in USA (1990 Census Bureau).
cja	CJA	chw	253100	220,000 in Cambodia (1992 govt. figure). Population total all countries: 253,100.
cje	CJE	crh	14978	14,978 in Viet Nam (1999 census).
cjh	CJH	chl	Extinct	Extinct. Ethnic population: 200 (1977 SIL).
cji	CJI	chm	5000	5,000 (1990). Ethnic population: 5,000 (1990 Kibrik).
cjm	CJM	cme	72873	72,873 in Viet Nam (2002).
cjo	CJO	cpa	12000	12,000 (2002 SIL). Ethnic population: 12,000 (2002 SIL).
cjp	CJP	cab	8840	8,840 (2000). 7,072 monolinguals (80%). Ethnic population: 9,308 (2000).
cjs	CJS	shr	9446	9,446 (1989 census). Ethnic population: 16,652 (1989 census).
cjv	CJV	cve	23107	23,107 (1981 Wurm and Hattori). Population includes 4,290 Sua (1962 Wurm).
ckf	CKF	cak	43000	43,000 (1993 SIL).
cko	CKO	anu	137600	66,000 in Ghana (2003). Population total all countries: 137,600.
cks	CKS	tay	2000	2,000 (1996 C. Corne).
ckt	CKT	chk	10000	10,000 (1997 M. Krauss). Ethnic population: 15,000.
cku	CKU	koa	200	200 (2000 SIL). Ethnic population: 600, including 100 in Texas.
cla	CLA	ron	115000	115,000 (1995). Population includes 20,000 Shagawu.
cld	CLD	cld	206000	100,000 to 120,000 in Iraq (1994 Mutzafi). Population total all countries: 206,000.
cld	CLD	naa	206000	100,000 to 120,000 in Iraq (1994 Mutzafi). Population total all countries: 206,000.
cle	CLE	cle	2000	2,000 (1990 census). 500 monolinguals.
clk	CLK	idu	11121	11,041 in India (2001 census). Population total all countries: 11,121.
clm	CLM	cla	10	10 (1997 Timothy Montler). Ethnic population: Several thousands (1997 T. Montler).
clo	CLO	chx	950	950 (1990 census).
clw	CHU	cly	500	500 (1990). Ethnic population: 500 (1990 A. E. Kibrik).
cme	GOT	kir	63100	61,400 in Burkina Faso (1991). Population total all countries: 63,100.
cmi	CMI	emc	11000	11,000 (1995 SIL).
cmn	CHN	kug	873014298	867,200,000 in mainland China (1999). 70% of the population, including 8,602,978 Hui (1990 census). Other estimates for Hui are 20,000,000 or more. 1,042,482,187 all Han in China (1990 census). Population total all countries: 873,014,298.
cmn	CHN	mnd	873014298	867,200,000 in mainland China (1999). 70% of the population, including 8,602,978 Hui (1990 census). Other estimates for Hui are 20,000,000 or more. 1,042,482,187 all Han in China (1990 census). Population total all countries: 873,014,298.
cng	CNG	qia	57800	57,800 (1999). 130,000 in all Qiang languages, including 80,000 in the Qiang nationality and 50,000 in the Tibetan nationality (1990 J-O Svantesson). 198,252 ethnic population in the Qiang nationality (1990 census).
cnh	CNH	lai	446264	100,000 in Myanmar (1991 UBS). Population includes 2,000 Zokhua, 60,100 Lai (1983). Population total all countries: 446,264.
cni	CNI	cax	23750	23,750 to 28,500 (2000 SIL). Ethnic population: 25,000 to 30,000 (2000 SIL).
cnm	CNM	chj	31630	22,130 in Guatemala (1991 SIL). Population total all countries: 31,630.
cnt	CNT	cte	2000	2,000 (1990 census).
cob	COB	cec	Extinct	Extinct. Ethnic population: 1,500 in Mexico.
coc	COC	ccp	350	200 in Mexico (1998 Peter Larson). Population total all countries: 350. Ethnic population: 200 in Mexico (1998).
cod	COD	coc	2050	2,000 in Peru (2000 W. Adelaar). Few monolinguals. Population total all countries: 2,050. Ethnic population: 15,000 in Peru (2000 W. Adelaar).
cod	COD	tup	2050	2,000 in Peru (2000 W. Adelaar). Few monolinguals. Population total all countries: 2,050. Ethnic population: 15,000 in Peru (2000 W. Adelaar).
coe	COE	kje	2000	2,000 (1995 SIL).
cof	COF	tsf	2300	2,300 (2000 SIL). Ethnic population: 2,300 (2000 SIL).
col	COL	cwe	75	75 (1990 M. D. Kinkade). Population includes 39 Columbia speakers (1990 census). Ethnic population: 500 possibly (1977 SIL).
com	COM	cmn	200	200 (2000). Ethnic population: 10,000 (2000).
con	CON	cof	1400	800 in Ecuador (2000 Juncosa). 800 monolinguals. Population total all countries: 1,400. Ethnic population: 1,500.
coo	COO	cmx	400	400. Population includes 1 speaker of Island Comox, fewer than 400 of Sliammon (mainland) (1991 M. Dale Kinkade). Ethnic population: 850 (1983).
cop	COP	cop	Extinct	Extinct.
cor	CRN	crn	A	A number of people under 20 years of age are first-language speakers. There are 500 speakers who use Cornish, and about 100 others who speak it fluently (2003). Ethnic population: 468,425 (1991 census).
cou	COU	kgi	21970	16,700 in Senegal (2002). Population total all countries: 21,970.
coz	COZ	cch	770	770 (1998).
cpa	CPA	cpl	12000	12,000 (1990 census). 1,500 monolinguals.
crc	CRC	lnw	600	600 (1983 SIL).
crd	CRD	coe	5	5 (1999 R. McDonald). Ethnic population: 800 (1977 SIL).
crg	CRG	mcf	990	390 in the USA (1990 census). Population total all countries: 990.
crh	CRH	cri	456341	189,000 in Uzbekistan (1993). Population total all countries: 456,341.
crj	CRE	cea	7306	7,306 (1997 Quebec Ministere de la Sante et des Services Sociaux).
crk	CRP	cre	34100	34,000 in Canada (1982 SIL). Population total all countries: 34,100. Ethnic population: 53,000.
crl	CRL	cea	5308	5,308 (1997 Quebec Ministere de la Sante et des Services Sociaux).
crn	COR	cor	8000	8,000 in Mexico (1993 SIL).
cro	CRO	cro	4280	4,280 (1990 census). Ethnic population: 9,840 enrolled in the nation (1999 BIA).
crq	CRQ	crt	2008	1,500 in Argentina. 50% monolinguals. Population total all countries: 2,008.
crs	CRS	sey	72700	72,700 (1998). Ethnic population: 72,700.
crt	CRT	crt	800	800 (1982 Drayson).
crw	CHR	chr	22567	22,567 (1999 census). Few monolinguals.
crx	CAR	crq	1500	1,500 (1987 SIL). All Athapaskan language family first-language speakers in Canada 20,090 (1998 Statistics Canada). Ethnic population: 2,100 (1987 SIL).
csb	CSB	ksu	3000	3,000 in Poland. Ethnic population: 100,000 or more (1993 T. Salminen).
csb	CSB	svc	3000	3,000 in Poland. Ethnic population: 100,000 or more (1993 T. Salminen).
csh	CSH	hyo	11422	10,000 in Myanmar (1991 UBS). Population total all countries: 11,422.
csi	CSI	mkb	Extinct	Extinct.
csl	CSL	csl	Ethnic	Ethnic population: 3,000,000 deaf persons in China (1986 Gallaudet Univ.).
csm	CSM	mcs	12	12. Population includes 6 Eastern Central Sierra, 6 Western Central Sierra (1994 L. Hinton). Ethnic population: Possibly 5,000 all Miwok (2000 Yamamoto).
cso	CSO	csc	5800	5,800 (2000 SIL). 725 monolinguals (1990 census). Ethnic population: 6,000.
css	CSS	cos	Extinct	Extinct.
css	CSS	mut	Extinct	Extinct.
cst	CST	cos	Extinct	Extinct.
csy	CSY	chs	10000	10,000 (1991 UBS).
csz	COS	coo	1	1 or 2 (1962 Chafe). Ethnic population: 250 (1977 SIL).
ctd	CTD	cti	344100	189,100 in Myanmar (1990 BAP). Population total all countries: 344,100.
cti	CTI	col	43870	43,870 (2000 WCD). 10,000 monolinguals.
ctm	CHM	ctm	Extinct	Extinct. Ethnic population: 300 (1977 SIL).
cto	CTO	cat	15040	15,000 in Colombia (1992 SIL). 90% to 95% are monolingual. Population total all countries: 15,040.
ctp	CTP	cya	12000	12,000 (2000 SIL). 6,000 monolinguals (1990 census).
ctu	CTU	col	90000	90,000 (1992). 30,000 monolinguals. Population includes 10,000 in Sabanilla.
cua	CUA	cua	27766	27,766 (1999 census).
cub	CUB	cub	6150	6,000 in Colombia (1994 SIL). 10% monolinguals. Population total all countries: 6,150.
cuc	CUS	csf	9000	9,000 (1990 census). 2,200 monolinguals.
cui	CUI	cui	2993	2,343 in Colombia (1993 census). 50% monolingual. Population total all countries: 2,993.
cul	CUL	cul	1303	903 in Brazil (2000 WCD). Population total all countries: 1,303.
cup	CUP	cup	Extinct	Extinct. Ethnic population: 700 (2000 A. Yamamoto).
cut	CUT	ctc	10000	10,000 (1990 census). 260 monolinguals.
cux	CUX	ctc	8500	8,500 (1990 census). 850 monolinguals.
cyb	CAT	cyv	Extinct	Extinct. Ethnic population: 794 (2000 W. H. Adelaar).
cym	WLS	wel	536258	508,098 in United Kingdom (1991 census). Out of 575,102 speakers in 1971, it included 32,700 monolinguals, 542,402 bilinguals (1971 census). Population total all countries: 536,258.
daa	DAA	dnw	45000	45,000 (1999 SIL). Population includes 30,000 in Dangaléat Canton.
daf	DAF	dan	951600	800,000 in Cote d'Ivoire (1993 SIL). Population includes 400,000 in Eastern Dan, 400,000 in western Dan. Population total all countries: 951,600.
daf	DAF	dbw	951600	800,000 in Cote d'Ivoire (1993 SIL). Population includes 400,000 in Eastern Dan, 400,000 in western Dan. Population total all countries: 951,600.
dag	DAG	dgb	800000	800,000 (2004 SIL).
dai	DAI	day	49916	49,916 (1993 census).
daj	DAJ	ddf	143053	143,053 (2000 WCD).
dak	DHG	dak	20355	15,355 in the USA (1990 census). 31 monolinguals (1990 census). Population includes 250 speakers of Yanktonais (1997 Douglas Parks). Population total all countries: 20,355. Ethnic population: Includes 5,000 Yanktonais (1997 D. Parks).
dal	DAL	dah	400	400 (1992 Brenzinger). Ethnic population: 400.
dan	DNS	dsh	5299756	5,000,000 in Denmark (1980). Population total all countries: 5,299,756.
dap	DAP	nis	261000	261,000 (1997). Population includes 37,300 Tagin.
dar	DAR	drg	371488	365,000 in the former USSR (1993 UBS). Population total all countries: 371,488.
dau	DAU	sil	63082	63,082 in Chad (2000 WCD).
dav	DAV	dbd	203389	203,389 (1989 census).
dbj	DBJ	beg	6000	6,000 (1987 SIL). Population includes 1,500 Begahak.
dbl	DBL	dyi	40	40 to 50 (1983 R. M. W. Dixon).
ddj	DDJ	djr	250	250 (1981 Wurm and Hattori).
ddo	DDO	tsz	7000	7,000 (1994 UBS). Ethnic population: 8,000 (1990 Kibrik).
deg	DEG	deg	10000	10,000 (1999 SIL).
der	DER	deu	26900	26,900 (2000). Ethnic population: 50,000.
des	DES	des	1760	960 in Brazil (1995 SIL). Population total all countries: 1,760.
deu	GER	ger	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
deu	GER	gbl	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
deu	GER	gha	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
deu	GER	gma	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
deu	GER	gth	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
deu	GER	gti	95392978	75,300,000 in Germany (1990). Population total all countries: 95,392,978.
dga	DGA	dga	700000	700,000 (2003). 1,000,000 including Northern Dagara in Burkina Faso (2003).
dgc	DGC	dca	606	606 (2000 T. Headland).
dgz	DGZ	dag	6000	6,000 (1991 SIL).
dhg	GLA	glp	350	350 (1983 Black). Population includes 200 in Gaalpu, 150 in Wangurri.
dhi	DHI	dhm	17758	17,308 in Nepal (2001 census). Population total all countries: 17,758. Ethnic population: 19,537.
dhr	DHR	dhr	6	6 (1981 Wurm and Hattori).
dhu	DHU	dhu	Extinct	Extinct.
dhv	DEU	dre	11338	11,338 (1996 census).
dic	DIC	vat	93800	93,800 (1993 SIL). All Dida: 195,400 (1993 SIL).
did	DID	did	100000	100,000 (2000). 1997 parish survey indicated population of 117,000, but it is not clear if this is entirely Didinga.
dif	DIF	diy	Extinct	Extinct.
dih	DIH	die	295	220 in Mexico (1991 Garza and Lastra). Population total all countries: 295.
dih	DIH	tja	295	220 in Mexico (1991 Garza and Lastra). Population total all countries: 295.
dim	DIM	dim	6501	6,501 (1998 census). 4,785 monolinguals. Ethnic population: 6,197 (1998 census).
dip	DIP	din	320000	320,000 (1986 UBS). Population includes 7,200 Abialang, 9,000 Dongjol, 2,500 Luac, 16,000 Ngok-Sobat, 20,000 Jok, 13,500 Ageer, 2,000 Rut, 400 Thoi.
dis	DIS	dms	106000	106,000 (1997).
div	SNM	dhi	287196	282,696 in Maldives (2000 WCD). Population total all countries: 287,196.
diz	DIZ	dng	155000	155,000 (2002).
djd	DJD	jam	30	30 (1990 Schmidt).
dje	DJE	zar	2188400	2,100,000 in Niger (1998). Population total all countries: 2,188,400.
dji	DJI	djn	250	250 (1982 SIL).
djj	DJJ	ndj	100	100
djk	DJK	ndy	22134	15,542 in Suriname. 10% to 20% monolingual. Population includes 14,353 Aukan, 33 Aluku, 1,156 Paramaccan (1980 census). Population total all countries: 22,134.
djr	DJR	djm	450	450 (1983 Black).
dju	DJU	sar	1638	1,638 (2003 SIL).
dlg	DLG	dol	5000	5,000 (1994 UBS). Ethnic population: 6,945 (1989 census).
dma	DMA	dma	9841	9,841 (2000 WCD).
dmk	DMK	dmk	500	500 (1989).
dni	DNI	dni	20000	20,000 (SIL 1996).
dny	DAN	den	750	750 (2002 SIL).
doc	DOC	don	463000	463,000 in China (2003).
doc	DOC	kzh	463000	463,000 in China (2003).
